3254,8788
3254,35442
3254,48649
3254,196825
3255,3254
3255,6723
3255,8461
3255,8788
3255,12687
3255,12700
3255,12986
3255,15461
3255,15595
3255,15738
3255,16038
3255,16223
3255,16327
3255,20873
3255,20897
3255,21131
3255,21151
3255,21219
3255,21256
3255,21312
3255,21354
3255,24593
3255,24945
3255,25119
3255,25143
3255,25282
3255,25498
3255,28776
3255,28858
3255,28996
3255,29375
3255,29439
3255,30886
3255,30891
3255,31234
3255,31305
3255,31388
3255,31556
3255,31633
3255,31725
3255,34046
3255,34187
3255,34251
3255,34448
3255,34661
3255,34715
3255,34814
3255,35067
3255,35296
3255,35362
3255,35409
3255,35688
3255,39065
3255,39066
3255,39084
3255,39247
3255,39315
3255,39422
3255,39445
3255,39471
3255,39512
3255,39680
3255,39822
3255,41278
3255,41285
3255,41435
3255,41631
3255,41649
3255,41665
3255,41871
3255,42112
3255,42458
3255,42501
3255,42702
3255,43103
3255,43206
3255,43258
3255,43764
3255,43864
3255,43880
3255,44209
3255,44411
3255,44600
3255,44629
3255,44800
3255,47266
3255,47361
3255,47550
3255,47702
3255,47725
3255,47743
3255,47799
3255,47898
3255,48006
3255,48082
3255,48094
3255,48229
3255,48323
3255,48420
3255,48589
3255,48664
3255,48957
3255,49125
3255,49204
3255,49223
3255,49480
3255,49824
3255,49827
3255,49984
3255,50012
3255,50130
3255,50303
3255,50325
3255,50392
3255,50487
3255,50569
3255,50579
3255,50662
3255,50803
3255,50861
3255,51672
3255,51784
3255,52071
3255,52074
3255,56429
3255,56823
3255,57944
3255,58015
3255,58021
3255,58309
3255,58332
3255,59468
3255,59564
3255,59671
3255,60134
3255,60386
3255,196740
3255,196790
3255,196808
3255,196975
3255,197073
3255,197158
3255,197327
3255,197348
3255,197522
3255,197610
3255,198323
3255,198720
3255,199351
3255,200510
3255,201094
3261,9205
3261,12691
3261,21189
3261,24986
3261,25229
3261,25299
3261,35245
3261,41081
3261,42485
3261,43162
3261,45025
3261,47809
3261,47940
3261,48028
3261,48145
3261,48169
3261,48595
3261,48730
3261,49511
3261,49757
3261,50052
3261,50204
3261,50354
3261,50459
3261,50927
3261,50981
3261,51258
3261,51591
3261,51725
3261,52103
3261,52213
3261,56370
3261,56428
3261,57005
3261,57960
3261,57982
3261,59478
3261,59618
3261,60246
3261,61085
3261,61965
3261,61988
3261,196851
3261,196977
3261,197015
3261,197253
3261,197433
3261,197488
3261,197571
3261,197995
3261,198179
6712,57924
6723,5380
6723,13307
6723,15683
6723,24664
6723,41208
6723,48648
6723,59636
6768,8753
6768,9205
6768,21189
6768,24881
6768,24962
6768,28724
6768,29469
6768,29475
6768,31388
6768,31685
6768,35352
6768,39230
6768,39513
6768,39529
6768,41709
6768,41871
6768,43139
6768,44416
6768,44526
6768,44710
6768,44728
6768,44921
6768,45025
6768,47984
6768,49444
6768,50305
6768,50949
6768,50981
6768,51993
6768,52180
6768,56359
6768,56972
6768,58015
6768,59768
6768,60159
6768,61101
6768,62091
6768,197433
6768,197901
6768,198229
6768,201023
6846,8601
6846,12803
6846,24579
6846,28750
6846,28804
6846,29044
6846,39422
6846,41166
6846,42112
6846,42134
6846,44049
6846,47702
6846,49589
6846,49883
6846,57836
6846,196864
6846,197978
6846,198600
6849,6877
6849,9002
6849,13053
6849,25398
6849,28750
6849,31468
6849,31542
6849,39096
6849,39262
6849,39748
6849,43051
6849,43543
6849,48010
6849,48217
6849,48329
6849,48759
6849,50361
6849,56526
6849,61986
6849,196877
6849,197454
6849,198532
6849,198659
6876,16213
6876,41375
6876,43166
6876,59613
6876,198314
6876,202067
6886,9131
6886,9164
6886,9213
6886,13106
6886,20515
6886,20590
6886,25299
6886,35748
6886,39558
6886,40978
6886,41081
6886,44487
6886,47694
6886,50649
6886,51725
6886,52131
6886,57033
6886,57655
6886,57659
6886,57960
6886,57982
6886,196629
6886,196767
6886,197015
6886,198640
6886,199025
8192,43051
8258,13027
8258,199313
8343,29031
8343,29128
8343,29469
8343,39300
8343,44710
8343,47984
8343,49444
8343,50576
8343,50981
8343,57025
8343,61085
8343,62091
8343,197129
8343,197433
8438,48439
8601,48329
8779,28681
8779,28773
8779,29663
8779,52061
8779,56423
8788,21096
8788,24610
8788,28750
8788,29335
8788,31489
8788,39071
8788,39742
8788,41502
8788,42918
8788,49982
8788,50690
8788,52178
8788,56978
8788,57605
8870,57774
9002,3255
9002,3261
9002,6712
9002,6846
9002,6876
9002,6886
9002,8343
9002,8438
9002,12545
9002,12700
9002,12883
9002,13188
9002,15377
9002,15772
9002,15800
9002,15895
9002,16066
9002,25133
9002,25143
9002,25229
9002,25372
9002,29062
9002,29632
9002,31272
9002,31343
9002,34056
9002,34700
9002,34867
9002,35213
9002,35297
9002,35804
9002,35816
9002,39047
9002,39065
9002,39529
9002,39728
9002,41165
9002,41337
9002,41665
9002,41709
9002,41820
9002,42239
9002,42368
9002,42395
9002,42396
9002,42511
9002,42518
9002,42600
9002,42892
9002,43022
9002,43384
9002,43554
9002,43586
9002,43764
9002,43998
9002,44383
9002,44446
9002,44629
9002,47743
9002,48045
9002,48243
9002,48880
9002,48882
9002,48897
9002,48964
9002,49183
9002,51314
9002,51528
9002,56676
9002,59564
9002,61214
9002,62066
9002,196682
9002,196790
9002,202103
9002,202165
9205,29559
12507,34044
12507,56587
12530,13281
12530,16038
12530,28790
12530,29215
12530,30735
12530,30826
12530,31468
12530,34603
12530,34877
12530,35050
12530,35081
12530,35341
12530,35513
12530,39722
12530,41328
12530,41350
12530,42041
12530,42052
12530,42054
12530,42112
12530,43742
12530,43753
12530,44456
12530,47838
12530,48656
12530,48672
12530,48759
12530,49710
12530,50127
12530,51851
12530,60173
12530,60488
12530,62117
12530,197477
12530,198109
12530,198464
12530,198665
12530,199263
12530,200556
12530,200712
12545,196877
12593,8870
12593,20790
12593,24882
12593,25165
12593,33851
12593,41791
12593,44336
12593,50848
12593,51652
12593,196864
12593,197067
12593,197203
12593,197371
12593,197373
12593,197434
12593,198108
12593,198132
12593,198359
12593,198624
12593,199098
12687,13032
12687,24893
12687,25500
12687,29599
12687,31206
12687,34776
12687,43384
12687,47306
12687,197361
12773,25141
12773,28926
12773,31113
12773,34786
12773,43998
12773,44710
12773,44884
12773,47694
12773,47809
12773,48595
12773,50204
12773,52213
12773,59478
12773,59489
12773,61344
12773,197253
12773,197571
12773,197643
12788,28724
12788,49710
12872,25210
12872,39056
12883,5415
12883,6876
12883,6886
12883,8258
12883,12438
12883,12593
12883,12788
12883,15626
12883,15713
12883,15821
12883,15936
12883,20979
12883,21488
12883,24962
12883,24995
12883,25482
12883,28907
12883,28926
12883,28994
12883,29213
12883,31062
12883,34058
12883,34190
12883,34265
12883,34312
12883,34605
12883,34792
12883,35213
12883,35245
12883,35273
12883,41168
12883,41375
12883,41710
12883,42126
12883,42504
12883,43022
12883,43819
12883,44629
12883,44837
12883,47359
12883,47707
12883,48045
12883,48243
12883,48533
12883,49029
12883,49125
12883,49598
12883,51069
12883,51528
12883,51959
12883,52003
12883,56354
12883,56400
12883,56525
12883,57361
12883,57670
12883,57787
12883,60777
12883,61116
12883,197131
12883,197522
12883,197643
12883,198356
12883,198429
12963,25315
12963,25330
12963,29130
12963,29181
12963,31009
12963,31091
12963,31447
12963,33855
12963,35341
12963,41260
12963,41781
12963,42164
12963,42600
12963,42837
12963,42982
12963,43896
12963,48178
12963,48509
12963,49703
12963,51851
12963,57601
12963,60298
12963,60488
12963,60724
12963,61182
12963,61355
12963,62066
12963,196831
12963,197512
12963,198600
12963,198845
12963,198987
12963,199431
12963,200049
12963,201920
12963,202107
12963,204283
12986,39769
12986,47415
12998,12788
12998,38931
12998,48648
12998,50956
12998,56835
12998,57483
12998,197481
13032,29095
13103,21500
13106,48028
13121,12837
13121,15645
13121,34608
13121,49995
13121,57985
13121,57995
13121,196825
13188,16327
13188,200013
13249,3254
13249,6886
13249,8343
13249,8870
13249,12397
13249,12773
13249,12998
13249,13188
13249,15377
13249,15497
13249,15577
13249,15596
13249,15800
13249,16066
13249,16181
13249,20539
13249,20660
13249,20833
13249,20934
13249,21096
13249,21219
13249,21257
13249,21354
13249,21488
13249,24896
13249,25505
13249,25529
13249,29107
13249,29491
13249,29685
13249,31061
13249,31448
13249,31725
13249,34077
13249,34248
13249,34480
13249,34786
13249,35379
13249,35731
13249,35795
13249,38961
13249,39608
13249,39666
13249,39742
13249,39928
13249,41165
13249,41208
13249,41360
13249,41435
13249,41600
13249,41910
13249,42396
13249,42504
13249,42655
13249,42798
13249,43320
13249,43656
13249,44352
13249,47283
13249,47898
13249,48117
13249,48178
13249,48683
13249,49588
13249,50362
13249,50581
13249,50831
13249,51314
13249,51875
13249,51950
13249,56415
13249,56873
13249,57944
13249,60777
13249,60860
13249,61316
13249,62206
13249,197035
13249,197158
13249,197241
13249,197388
13249,198925
13249,200000
13249,201872
13307,31009
13307,39528
15377,21374
15377,31475
15377,39169
15377,41232
15377,42590
15377,42906
15377,44171
15377,44333
15377,48272
15377,62146
15461,201039
15497,25315
15497,25372
15497,29067
15497,31193
15497,31360
15497,34870
15497,41550
15497,41684
15497,43223
15497,43405
15497,43773
15497,44538
15497,44633
15497,44820
15497,48533
15497,49337
15497,50842
15497,56872
15497,57398
15497,57601
15497,197222
15497,197576
15577,28776
15577,30886
15577,39066
15577,47985
15595,34065
15595,42711
15595,44078
15595,47705
15595,47799
15595,51367
15595,56688
15595,197221
15595,197738
15626,8254
15626,29012
15626,29067
15626,34379
15626,41317
15626,48031
15626,48471
15626,48915
15626,49389
15626,50130
15626,51387
15626,57419
15626,57441
15626,58199
15626,202165
15645,21379
15738,29186
15738,31531
15738,34579
15738,44235
15738,44695
15738,56347
15738,56605
15772,8856
15772,13106
15772,13121
15772,15800
15772,20516
15772,20785
15772,20897
15772,21390
15772,24610
15772,24685
15772,24703
15772,24725
15772,24872
15772,25165
15772,25269
15772,25315
15772,25398
15772,28761
15772,28773
15772,28994
15772,29062
15772,29067
15772,29335
15772,29685
15772,30891
15772,31148
15772,31149
15772,31247
15772,31360
15772,33851
15772,34056
15772,34278
15772,34743
15772,35795
15772,39071
15772,39223
15772,39608
15772,41096
15772,41375
15772,41422
15772,41478
15772,41540
15772,41867
15772,42239
15772,42396
15772,42824
15772,43416
15772,43497
15772,44137
15772,44526
15772,44722
15772,44894
15772,47722
15772,47795
15772,47900
15772,48440
15772,48683
15772,48759
15772,49662
15772,49934
15772,49995
15772,50297
15772,50298
15772,50848
15772,56362
15772,56688
15772,56978
15772,57605
15772,57612
15772,57996
15772,59617
15772,59781
15772,60134
15772,60419
15772,61034
15772,61117
15772,196831
15772,197228
15772,197781
15772,198132
15772,198162
15772,198227
15772,198361
15772,198464
15772,198633
15772,198647
15772,199767
15772,202107
15772,202165
15800,197488
15895,12530
15895,15742
15895,25165
15895,29275
15895,34094
15895,34668
15895,39147
15895,39644
15895,41510
15895,41987
15895,42134
15895,43658
15895,44616
15895,47772
15895,47898
15895,47919
15895,48783
15895,49087
15895,49213
15895,51950
15895,52151
15895,56492
15895,58164
15895,59781
15895,198215
15895,202026
15929,56527
16066,28858
16066,29130
16066,34776
16066,38961
16066,42379
16066,47170
16066,49903
16066,50401
16066,51794
16066,56944
16066,60990
16066,196758
16066,197373
16066,198337
16066,201920
16126,57242
16181,20971
20516,31247
20516,41791
20516,62427
20539,13202
20539,16327
20539,60313
20590,42485
20714,44630
20839,43124
20850,8811
20850,13103
20850,21437
20850,31427
20850,41784
20850,42335
20850,42802
20850,43266
20850,43508
20850,43742
20850,44117
20850,47513
20850,50130
20850,51387
20850,51738
20850,51903
20850,51959
20850,51963
20850,56423
20850,57441
20850,198491
20873,41583
20950,47361
21011,8192
21011,12438
21011,12545
21011,12548
21011,12773
21011,12872
21011,15377
21011,20539
21011,20714
21011,21228
21011,21312
21011,21500
21011,24621
21011,24681
21011,24725
21011,24995
21011,25150
21011,25155
21011,25385
21011,25386
21011,25521
21011,28907
21011,29062
21011,29067
21011,29187
21011,29242
21011,30954
21011,30955
21011,30964
21011,31148
21011,31556
21011,31664
21011,33817
21011,34251
21011,34359
21011,34480
21011,35067
21011,35213
21011,35297
21011,35362
21011,35365
21011,35737
21011,39027
21011,39862
21011,39908
21011,41600
21011,41758
21011,41820
21011,41834
21011,41967
21011,42138
21011,42331
21011,42474
21011,42546
21011,42918
21011,43022
21011,43067
21011,43139
21011,43143
21011,43658
21011,44461
21011,44482
21011,44664
21011,44686
21011,47170
21011,48004
21011,48217
21011,48229
21011,48278
21011,48385
21011,48438
21011,48509
21011,48649
21011,48650
21011,48748
21011,49019
21011,49588
21011,50361
21011,50494
21011,50581
21011,50808
21011,50842
21011,50843
21011,50856
21011,51597
21011,51734
21011,51950
21011,51972
21011,56429
21011,56716
21011,57601
21011,57996
21011,58196
21011,59485
21011,59585
21011,59613
21011,61297
21011,62259
21011,197221
21011,197255
21011,197278
21011,197424
21011,197707
21011,198253
21100,29067
21131,50574
21151,15458
21189,42485
21189,42959
21189,44137
21189,45025
21189,47526
21189,47638
21189,51937
21189,52131
21189,61344
21219,6712
21219,6876
21219,6886
21219,8192
21219,8207
21219,8258
21219,8601
21219,8779
21219,9202
21219,12639
21219,12687
21219,12706
21219,12773
21219,12792
21219,12837
21219,15377
21219,15738
21219,15742
21219,15785
21219,15800
21219,16005
21219,16044
21219,16223
21219,20714
21219,20754
21219,20897
21219,21011
21219,21029
21219,21075
21219,21096
21219,21261
21219,21312
21219,21432
21219,24579
21219,24664
21219,24812
